Datum,Bundesland,Infizierte,Tote
2020-05-27,Rheinland-Pfalz,6611,229
2020-05-27,Saarland,2730,160
2020-05-27,Sachsen,5247,208
2020-05-27,Sachsen-Anhalt,1698,55
2020-05-27,Schleswig-Holstein,3070,140
2020-05-27,Thüringen,2898,157
2020-05-28,Baden-Württemberg,34129,1724
2020-05-28,Bayern,46729,2438
2020-05-28,Berlin,6703,195
2020-05-28,Brandenburg,3261,155
2020-05-28,Bremen,1348,41
2020-05-28,Hamburg,5076,245
2020-05-28,Hessen,9915,471
2020-05-28,Mecklenburg-Vorpommern,760,20
2020-05-28,Niedersachsen,11750,583
2020-05-28,Nordrhein-Westfalen,37698,1582
2020-05-28,Rheinland-Pfalz,6652,230
2020-05-28,Saarland,2731,161
2020-05-28,Sachsen,5260,210
2020-05-28,Sachsen-Anhalt,1701,55
2020-05-28,Schleswig-Holstein,3072,143
2020-05-28,Thüringen,2932,158
2020-05-29,Baden-Württemberg,34479,1743
2020-05-29,Bayern,46809,2441
2020-05-29,Berlin,6738,196
2020-05-29,Brandenburg,3271,155
2020-05-29,Bremen,1372,41
2020-05-29,Hamburg,5078,246
2020-05-29,Hessen,9962,476
2020-05-29,Mecklenburg-Vorpommern,759,20
2020-05-29,Niedersachsen,11832,585
2020-05-29,Nordrhein-Westfalen,37803,1588
2020-05-29,Rheinland-Pfalz,6673,230
2020-05-29,Saarland,2716,162
2020-05-29,Sachsen,5230,209
2020-05-29,Sachsen-Anhalt,1700,55
2020-05-29,Schleswig-Holstein,3078,144
2020-05-29,Thüringen,2958,159
2020-05-30,Baden-Württemberg,34718,1748
2020-05-30,Bayern,46854,2450
2020-05-30,Berlin,6767,197
2020-05-30,Brandenburg,3266,155
2020-05-30,Bremen,1398,42
2020-05-30,Hamburg,5082,246
2020-05-30,Hessen,10003,476
2020-05-30,Mecklenburg-Vorpommern,760,20
2020-05-30,Niedersachsen,11958,593
2020-05-30,Nordrhein-Westfalen,37910,1595
2020-05-30,Rheinland-Pfalz,6695,230
2020-05-30,Saarland,2723,163
2020-05-30,Sachsen,5297,213
2020-05-30,Sachsen-Anhalt,1701,55
2020-05-30,Schleswig-Holstein,3090,145
2020-05-30,Thüringen,2974,161
2020-05-31,Baden-Württemberg,34718,1748
2020-05-31,Bayern,46917,2450
2020-05-31,Berlin,6800,198
2020-05-31,Brandenburg,3271,155
2020-05-31,Bremen,1398,42
2020-05-31,Hamburg,5087,252
2020-05-31,Hessen,10033,477
2020-05-31,Mecklenburg-Vorpommern,761,20
2020-05-31,Niedersachsen,11992,593
2020-05-31,Nordrhein-Westfalen,38000,1597
2020-05-31,Rheinland-Pfalz,6694,230
2020-05-31,Saarland,2724,163
2020-05-31,Sachsen,5304,213
2020-05-31,Sachsen-Anhalt,1705,55
2020-05-31,Schleswig-Holstein,3094,145
2020-05-31,Thüringen,2984,162
2020-06-01,Baden-Württemberg,34784,1752
2020-06-01,Bayern,47004,2451
2020-06-01,Berlin,6816,198
2020-06-01,Brandenburg,3273,155
2020-06-01,Bremen,1398,42
2020-06-01,Hamburg,5089,253
2020-06-01,Hessen,10047,480
2020-06-01,Mecklenburg-Vorpommern,761,20
2020-06-01,Niedersachsen,12043,593
2020-06-01,Nordrhein-Westfalen,38046,1598
2020-06-01,Rheinland-Pfalz,6703,230
2020-06-01,Saarland,2724,163
2020-06-01,Sachsen,5309,214
2020-06-01,Sachsen-Anhalt,1706,55
2020-06-01,Schleswig-Holstein,3097,145
2020-06-01,Thüringen,3015,162
2020-06-02,Baden-Württemberg,34796,1758
2020-06-02,Bayern,47029,2456
2020-06-02,Berlin,6839,198
2020-06-02,Brandenburg,3274,155
2020-06-02,Bremen,1436,42
2020-06-02,Hamburg,5098,253
2020-06-02,Hessen,10060,480
2020-06-02,Mecklenburg-Vorpommern,761,20
2020-06-02,Niedersachsen,12065,594
2020-06-02,Nordrhein-Westfalen,38100,1599
2020-06-02,Rheinland-Pfalz,6704,230
2020-06-02,Saarland,2730,163
2020-06-02,Sachsen,5309,211
2020-06-02,Sachsen-Anhalt,1707,55
2020-06-02,Schleswig-Holstein,3103,145
2020-06-02,Thüringen,3017,163
2020-06-03,Baden-Württemberg,34813,1760
2020-06-03,Bayern,47138,2466
2020-06-03,Berlin,6874,198
2020-06-03,Brandenburg,3273,156
2020-06-03,Bremen,1447,43
2020-06-03,Hamburg,5098,253
2020-06-03,Hessen,10080,480
2020-06-03,Mecklenburg-Vorpommern,761,20
2020-06-03,Niedersachsen,12114,596
2020-06-03,Nordrhein-Westfalen,38185,1607
2020-06-03,Rheinland-Pfalz,6712,230
2020-06-03,Saarland,2735,163
2020-06-03,Sachsen,5305,212
2020-06-03,Sachsen-Anhalt,1707,55
2020-06-03,Schleswig-Holstein,3106,146
2020-06-03,Thüringen,3022,166
2020-06-04,Baden-Württemberg,34830,1761
2020-06-04,Bayern,47209,2479
2020-06-04,Berlin,6901,200
2020-06-04,Brandenburg,3280,156
2020-06-04,Bremen,1462,44
2020-06-04,Hamburg,5096,253
2020-06-04,Hessen,10129,482
2020-06-04,Mecklenburg-Vorpommern,763,20
2020-06-04,Niedersachsen,12182,601
2020-06-04,Nordrhein-Westfalen,38297,1611
2020-06-04,Rheinland-Pfalz,6719,230
2020-06-04,Saarland,2737,164
2020-06-04,Sachsen,5312,212
2020-06-04,Sachsen-Anhalt,1711,55
2020-06-04,Schleswig-Holstein,3103,146
2020-06-04,Thüringen,3033,167
2020-06-05,Baden-Württemberg,34870,1778
2020-06-05,Bayern,47268,2481
2020-06-05,Berlin,6946,200
2020-06-05,Brandenburg,3288,156
2020-06-05,Bremen,1498,44
2020-06-05,Hamburg,5107,253
2020-06-05,Hessen,10163,482
2020-06-05,Mecklenburg-Vorpommern,764,20
2020-06-05,Niedersachsen,12277,604
2020-06-05,Nordrhein-Westfalen,38439,1617
2020-06-05,Rheinland-Pfalz,6732,230
2020-06-05,Saarland,2738,166
2020-06-05,Sachsen,5315,212
2020-06-05,Sachsen-Anhalt,1712,55
2020-06-05,Schleswig-Holstein,3103,146
2020-06-05,Thüringen,3051,169
2020-06-06,Baden-Württemberg,34898,1790
2020-06-06,Bayern,47326,2489
2020-06-06,Berlin,6964,201
2020-06-06,Brandenburg,3294,158
2020-06-06,Bremen,1513,44
2020-06-06,Hamburg,5111,254
2020-06-06,Hessen,10171,483
2020-06-06,Mecklenburg-Vorpommern,766,20
2020-06-06,Niedersachsen,12399,605
2020-06-06,Nordrhein-Westfalen,38524,1622
2020-06-06,Rheinland-Pfalz,6761,230
2020-06-06,Saarland,2740,166
2020-06-06,Sachsen,5321,212
2020-06-06,Sachsen-Anhalt,1717,55
2020-06-06,Schleswig-Holstein,3107,147
2020-06-06,Thüringen,3066,170
2020-06-07,Baden-Württemberg,34912,1791
2020-06-07,Bayern,47334,2501
2020-06-07,Berlin,6997,205
2020-06-07,Brandenburg,3297,158
2020-06-07,Bremen,1517,44
2020-06-07,Hamburg,5113,254
2020-06-07,Hessen,10203,484
2020-06-07,Mecklenburg-Vorpommern,773,20
2020-06-07,Niedersachsen,12466,605
2020-06-07,Nordrhein-Westfalen,38616,1623
2020-06-07,Rheinland-Pfalz,6775,230
2020-06-07,Saarland,2747,166
2020-06-07,Sachsen,5323,214
2020-06-07,Sachsen-Anhalt,1720,56
2020-06-07,Schleswig-Holstein,3109,147
2020-06-07,Thüringen,3077,170
2020-06-08,Baden-Württemberg,34937,1791
2020-06-08,Bayern,47371,2505
2020-06-08,Berlin,7016,205
2020-06-08,Brandenburg,3304,160
2020-06-08,Bremen,1531,44
2020-06-08,Hamburg,5115,254
2020-06-08,Hessen,10207,484
2020-06-08,Mecklenburg-Vorpommern,774,20
2020-06-08,Niedersachsen,12509,605
2020-06-08,Nordrhein-Westfalen,38660,1623
2020-06-08,Rheinland-Pfalz,6781,230
2020-06-08,Saarland,2747,166
2020-06-08,Sachsen,5330,214
2020-06-08,Sachsen-Anhalt,1720,56
2020-06-08,Schleswig-Holstein,3110,147
2020-06-08,Thüringen,3081,170
2020-06-09,Baden-Württemberg,34958,1795
2020-06-09,Bayern,47423,2521
2020-06-09,Berlin,7042,205
2020-06-09,Brandenburg,3302,160
2020-06-09,Bremen,1532,43
2020-06-09,Hamburg,5117,254
2020-06-09,Hessen,10237,484
2020-06-09,Mecklenburg-Vorpommern,780,20
2020-06-09,Niedersachsen,12601,606
2020-06-09,Nordrhein-Westfalen,38743,1635
2020-06-09,Rheinland-Pfalz,6787,230
2020-06-09,Saarland,2754,167
2020-06-09,Sachsen,5333,217
2020-06-09,Sachsen-Anhalt,1720,56
2020-06-09,Schleswig-Holstein,3114,148
2020-06-09,Thüringen,3100,170
2020-06-10,Baden-Württemberg,34965,1798
2020-06-10,Bayern,47479,2531
2020-06-10,Berlin,7082,206
2020-06-10,Brandenburg,3309,160
2020-06-10,Bremen,1547,43
2020-06-10,Hamburg,5121,254
2020-06-10,Hessen,10256,485
2020-06-10,Mecklenburg-Vorpommern,777,20
2020-06-10,Niedersachsen,12626,607
2020-06-10,Nordrhein-Westfalen,38845,1636
2020-06-10,Rheinland-Pfalz,6810,231
2020-06-10,Saarland,2763,167
2020-06-10,Sachsen,5337,217
2020-06-10,Sachsen-Anhalt,1721,56
2020-06-10,Schleswig-Holstein,3115,148
2020-06-10,Thüringen,3108,170
2020-06-11,Baden-Württemberg,35002,1801
2020-06-11,Bayern,47536,2536
2020-06-11,Berlin,7138,208
2020-06-11,Brandenburg,3352,161
2020-06-11,Bremen,1565,43
2020-06-11,Hamburg,5125,254
2020-06-11,Hessen,10296,489
2020-06-11,Mecklenburg-Vorpommern,778,20
2020-06-11,Niedersachsen,12727,610
2020-06-11,Nordrhein-Westfalen,38983,1641
2020-06-11,Rheinland-Pfalz,6827,231
2020-06-11,Saarland,2766,167
2020-06-11,Sachsen,5346,219
2020-06-11,Sachsen-Anhalt,1728,56
2020-06-11,Schleswig-Holstein,3117,148
2020-06-11,Thüringen,3130,171
2020-06-12,Baden-Württemberg,35057,1802
2020-06-12,Bayern,47574,2538
2020-06-12,Berlin,7165,208
2020-06-12,Brandenburg,3306,161
2020-06-12,Bremen,1573,45
2020-06-12,Hamburg,5134,254
2020-06-12,Hessen,10313,489
2020-06-12,Mecklenburg-Vorpommern,780,20
2020-06-12,Niedersachsen,12777,610
2020-06-12,Nordrhein-Westfalen,39060,1643
2020-06-12,Rheinland-Pfalz,6827,231
2020-06-12,Saarland,2769,168
2020-06-12,Sachsen,5344,219
2020-06-12,Sachsen-Anhalt,1732,56
2020-06-12,Schleswig-Holstein,3120,148
2020-06-12,Thüringen,3143,171
2020-06-13,Baden-Württemberg,35090,1805
2020-06-13,Bayern,47612,2540
2020-06-13,Berlin,7252,208
2020-06-13,Brandenburg,3326,163
2020-06-13,Bremen,1581,45
2020-06-13,Hamburg,5139,255
2020-06-13,Hessen,10321,491
2020-06-13,Mecklenburg-Vorpommern,781,20
2020-06-13,Niedersachsen,12822,613
2020-06-13,Nordrhein-Westfalen,39137,1643
2020-06-13,Rheinland-Pfalz,6838,231
2020-06-13,Saarland,2770,168
2020-06-13,Sachsen,5345,219
2020-06-13,Sachsen-Anhalt,1734,56
2020-06-13,Schleswig-Holstein,3120,150
2020-06-13,Thüringen,3154,174
2020-06-14,Baden-Württemberg,35090,1805
2020-06-14,Bayern,47626,2541
2020-06-14,Berlin,7282,208
2020-06-14,Brandenburg,3326,163
2020-06-14,Bremen,1589,46
2020-06-14,Hamburg,5139,255
2020-06-14,Hessen,10324,491
2020-06-14,Mecklenburg-Vorpommern,782,20
2020-06-14,Niedersachsen,12874,614
2020-06-14,Nordrhein-Westfalen,39233,1645
2020-06-14,Rheinland-Pfalz,6840,231
2020-06-14,Saarland,2772,168
2020-06-14,Sachsen,5346,218
2020-06-14,Sachsen-Anhalt,1756,57
2020-06-14,Schleswig-Holstein,3121,151
2020-06-14,Thüringen,3169,174
2020-06-15,Baden-Württemberg,35090,1805
2020-06-15,Bayern,47642,2541
2020-06-15,Berlin,7322,208
2020-06-15,Brandenburg,3329,163
2020-06-15,Bremen,1592,48
2020-06-15,Hamburg,5144,255
2020-06-15,Hessen,10324,491
2020-06-15,Mecklenburg-Vorpommern,782,20
2020-06-15,Niedersachsen,12909,614
2020-06-15,Nordrhein-Westfalen,39307,1646
2020-06-15,Rheinland-Pfalz,6841,231
2020-06-15,Saarland,2772,168
2020-06-15,Sachsen,5347,219
2020-06-15,Sachsen-Anhalt,1768,57
2020-06-15,Schleswig-Holstein,3121,151
2020-06-15,Thüringen,3171,174
2020-06-16,Baden-Württemberg,35150,1808
2020-06-16,Bayern,47690,2540
2020-06-16,Berlin,7369,208
2020-06-16,Brandenburg,3334,163
2020-06-16,Bremen,1593,48
2020-06-16,Hamburg,5147,255
2020-06-16,Hessen,10371,495
2020-06-16,Mecklenburg-Vorpommern,784,20
2020-06-16,Niedersachsen,12950,614
2020-06-16,Nordrhein-Westfalen,39415,1648
2020-06-16,Rheinland-Pfalz,6846,231
2020-06-16,Saarland,2773,168
2020-06-16,Sachsen,5349,220
2020-06-16,Sachsen-Anhalt,1771,57
2020-06-16,Schleswig-Holstein,3122,151
2020-06-16,Thüringen,3175,174
2020-06-17,Baden-Württemberg,35177,1811
2020-06-17,Bayern,47710,2546
2020-06-17,Berlin,7402,209
2020-06-17,Brandenburg,3362,163
2020-06-17,Bremen,1607,49
2020-06-17,Hamburg,5149,257
2020-06-17,Hessen,10386,496
2020-06-17,Mecklenburg-Vorpommern,786,20
2020-06-17,Niedersachsen,12968,615
2020-06-17,Nordrhein-Westfalen,39573,1655
2020-06-17,Rheinland-Pfalz,6856,233
2020-06-17,Saarland,2773,168
2020-06-17,Sachsen,5350,221
2020-06-17,Sachsen-Anhalt,1775,57
2020-06-17,Schleswig-Holstein,3122,152
2020-06-17,Thüringen,3188,178
2020-06-18,Baden-Württemberg,35218,1816
2020-06-18,Bayern,47747,2556
2020-06-18,Berlin,7475,210
2020-06-18,Brandenburg,3365,163
2020-06-18,Bremen,1619,49
2020-06-18,Hamburg,5154,259
2020-06-18,Hessen,10440,498
2020-06-18,Mecklenburg-Vorpommern,787,20
2020-06-18,Niedersachsen,13063,618
2020-06-18,Nordrhein-Westfalen,39777,1658
2020-06-18,Rheinland-Pfalz,6874,234
2020-06-18,Saarland,2773,168
2020-06-18,Sachsen,5359,221
2020-06-18,Sachsen-Anhalt,1802,57
2020-06-18,Schleswig-Holstein,3122,152
2020-06-18,Thüringen,3189,177
2020-06-19,Baden-Württemberg,35236,1821
2020-06-19,Bayern,47799,2562
2020-06-19,Berlin,7603,211
2020-06-19,Brandenburg,3374,163
2020-06-19,Bremen,1626,49
2020-06-19,Hamburg,5156,259
2020-06-19,Hessen,10503,499
2020-06-19,Mecklenburg-Vorpommern,791,20
2020-06-19,Niedersachsen,13097,618
2020-06-19,Nordrhein-Westfalen,40156,1660
2020-06-19,Rheinland-Pfalz,6883,234
2020-06-19,Saarland,2774,168
2020-06-19,Sachsen,5382,221
2020-06-19,Sachsen-Anhalt,1818,57
2020-06-19,Schleswig-Holstein,3131,152
2020-06-19,Thüringen,3205,178
2020-06-20,Baden-Württemberg,35272,1824
2020-06-20,Bayern,47827,2566
2020-06-20,Berlin,7733,211
2020-06-20,Brandenburg,3383,163
2020-06-20,Bremen,1636,49
2020-06-20,Hamburg,5160,259
2020-06-20,Hessen,10556,500
2020-06-20,Mecklenburg-Vorpommern,791,20
2020-06-20,Niedersachsen,13136,618
2020-06-20,Nordrhein-Westfalen,40372,1663
2020-06-20,Rheinland-Pfalz,6903,234
2020-06-20,Saarland,2776,168
2020-06-20,Sachsen,5408,221
2020-06-20,Sachsen-Anhalt,1839,57
2020-06-20,Schleswig-Holstein,3133,152
2020-06-20,Thüringen,3210,178
2020-06-21,Baden-Württemberg,35272,1824
2020-06-21,Bayern,47843,2565
2020-06-21,Berlin,7804,211
2020-06-21,Brandenburg,3388,163
2020-06-21,Bremen,1645,49
2020-06-21,Hamburg,5163,259
2020-06-21,Hessen,10575,500
2020-06-21,Mecklenburg-Vorpommern,792,20
2020-06-21,Niedersachsen,13136,618
2020-06-21,Nordrhein-Westfalen,40921,1663
2020-06-21,Rheinland-Pfalz,6907,234
2020-06-21,Saarland,2778,168
2020-06-21,Sachsen,5408,221
2020-06-21,Sachsen-Anhalt,1842,57
2020-06-21,Schleswig-Holstein,3134,152
2020-06-21,Thüringen,3214,178
2020-06-22,Baden-Württemberg,35272,1824
2020-06-22,Bayern,47867,2567
2020-06-22,Berlin,7833,211
2020-06-22,Brandenburg,3394,163
2020-06-22,Bremen,1648,49
2020-06-22,Hamburg,5170,259
2020-06-22,Hessen,10578,501
2020-06-22,Mecklenburg-Vorpommern,792,20
2020-06-22,Niedersachsen,13283,618
2020-06-22,Nordrhein-Westfalen,41218,1663
2020-06-22,Rheinland-Pfalz,6917,234
2020-06-22,Saarland,2778,168
2020-06-22,Sachsen,5408,221
2020-06-22,Sachsen-Anhalt,1844,57
2020-06-22,Schleswig-Holstein,3136,152
2020-06-22,Thüringen,3221,178
2020-06-23,Baden-Württemberg,35365,1826
2020-06-23,Bayern,47894,2571
2020-06-23,Berlin,7916,211
2020-06-23,Brandenburg,3407,164
2020-06-23,Bremen,1654,49
2020-06-23,Hamburg,5170,259
2020-06-23,Hessen,10613,501
2020-06-23,Mecklenburg-Vorpommern,792,20
2020-06-23,Niedersachsen,13312,619
2020-06-23,Nordrhein-Westfalen,41418,1665
2020-06-23,Rheinland-Pfalz,6919,234
2020-06-23,Saarland,2778,168
2020-06-23,Sachsen,5408,221
2020-06-23,Sachsen-Anhalt,1851,57
2020-06-23,Schleswig-Holstein,3136,152
2020-06-23,Thüringen,3229,178
2020-06-24,Baden-Württemberg,35409,1826
2020-06-24,Bayern,47995,2578
2020-06-24,Berlin,7975,211
2020-06-24,Brandenburg,3413,164
2020-06-24,Bremen,1653,49
2020-06-24,Hamburg,5175,259
2020-06-24,Hessen,10645,503
2020-06-24,Mecklenburg-Vorpommern,794,20
2020-06-24,Niedersachsen,13327,622
2020-06-24,Nordrhein-Westfalen,41678,1668
2020-06-24,Rheinland-Pfalz,6924,235
2020-06-24,Saarland,2801,169
2020-06-24,Sachsen,5436,222
2020-06-24,Sachsen-Anhalt,1856,58
2020-06-24,Schleswig-Holstein,3137,152
2020-06-24,Thüringen,3231,178
2020-06-25,Baden-Württemberg,35446,1827
2020-06-25,Bayern,48122,2583
2020-06-25,Berlin,8021,212
2020-06-25,Brandenburg,3428,165
2020-06-25,Bremen,1653,49
2020-06-25,Hamburg,5175,259
2020-06-25,Hessen,10666,505
2020-06-25,Mecklenburg-Vorpommern,796,20
2020-06-25,Niedersachsen,13378,623
2020-06-25,Nordrhein-Westfalen,41992,1669
2020-06-25,Rheinland-Pfalz,6940,235
2020-06-25,Saarland,2801,169
2020-06-25,Sachsen,5438,223
2020-06-25,Sachsen-Anhalt,1858,58
2020-06-25,Schleswig-Holstein,3140,152
2020-06-25,Thüringen,3225,178
2020-06-26,Baden-Württemberg,35476,1830
2020-06-26,Bayern,48202,2594
2020-06-26,Berlin,8096,212
2020-06-26,Brandenburg,3437,165
2020-06-26,Bremen,1658,49
2020-06-26,Hamburg,5173,259
2020-06-26,Hessen,10707,505
2020-06-26,Mecklenburg-Vorpommern,797,20
2020-06-26,Niedersachsen,13422,625
2020-06-26,Nordrhein-Westfalen,42150,1673
2020-06-26,Rheinland-Pfalz,6951,235
2020-06-26,Saarland,2802,171
2020-06-26,Sachsen,5439,222
2020-06-26,Sachsen-Anhalt,1862,58
2020-06-26,Schleswig-Holstein,3144,152
2020-06-26,Thüringen,3240,178
2020-06-27,Baden-Württemberg,35530,1829
2020-06-27,Bayern,48262,2591
2020-06-27,Berlin,8145,213
2020-06-27,Brandenburg,3437,165
2020-06-27,Bremen,1659,50
2020-06-27,Hamburg,5178,259
2020-06-27,Hessen,10731,506
2020-06-27,Mecklenburg-Vorpommern,798,20
2020-06-27,Niedersachsen,13456,627
2020-06-27,Nordrhein-Westfalen,42571,1674
2020-06-27,Rheinland-Pfalz,6971,235
2020-06-27,Saarland,2802,172
2020-06-27,Sachsen,5444,222
2020-06-27,Sachsen-Anhalt,1865,58
2020-06-27,Schleswig-Holstein,3146,152
2020-06-27,Thüringen,3248,181
2020-06-28,Baden-Württemberg,35530,1829
2020-06-28,Bayern,48294,2592
2020-06-28,Berlin,8168,213
2020-06-28,Brandenburg,3417,165
2020-06-28,Bremen,1661,50
2020-06-28,Hamburg,5178,259
2020-06-28,Hessen,10761,506
2020-06-28,Mecklenburg-Vorpommern,801,20
2020-06-28,Niedersachsen,13478,628
2020-06-28,Nordrhein-Westfalen,42723,1674
2020-06-28,Rheinland-Pfalz,6974,235
2020-06-28,Saarland,2805,173
2020-06-28,Sachsen,5444,222
2020-06-28,Sachsen-Anhalt,1868,58
2020-06-28,Schleswig-Holstein,3147,152
2020-06-28,Thüringen,3250,181
2020-06-29,Baden-Württemberg,35530,1829
2020-06-29,Bayern,48344,2592
2020-06-29,Berlin,8176,213
2020-06-29,Brandenburg,3419,165
2020-06-29,Bremen,1661,50
2020-06-29,Hamburg,5194,259
2020-06-29,Hessen,10762,506
2020-06-29,Mecklenburg-Vorpommern,801,20
2020-06-29,Niedersachsen,13502,628
2020-06-29,Nordrhein-Westfalen,42869,1678
2020-06-29,Rheinland-Pfalz,6987,235
2020-06-29,Saarland,2806,173
2020-06-29,Sachsen,5444,222
2020-06-29,Sachsen-Anhalt,1869,58
2020-06-29,Schleswig-Holstein,3147,152
2020-06-29,Thüringen,3250,181
2020-06-30,Baden-Württemberg,35620,1830
2020-06-30,Bayern,48400,2594
2020-06-30,Berlin,8220,214
2020-06-30,Brandenburg,3429,165
2020-06-30,Bremen,1662,53
2020-06-30,Hamburg,5201,259
2020-06-30,Hessen,10795,508
2020-06-30,Mecklenburg-Vorpommern,802,20
2020-06-30,Niedersachsen,13535,628
2020-06-30,Nordrhein-Westfalen,43066,1680
2020-06-30,Rheinland-Pfalz,6996,235
2020-06-30,Saarland,2806,173
2020-06-30,Sachsen,5448,223
2020-06-30,Sachsen-Anhalt,1871,58
2020-06-30,Schleswig-Holstein,3154,152
2020-06-30,Thüringen,3254,181
2020-07-01,Baden-Württemberg,35694,1838
2020-07-01,Bayern,48480,2594
2020-07-01,Berlin,8243,214
2020-07-01,Brandenburg,3440,165
2020-07-01,Bremen,1667,53
2020-07-01,Hamburg,5204,259
2020-07-01,Hessen,10811,507
2020-07-01,Mecklenburg-Vorpommern,803,20
2020-07-01,Niedersachsen,13577,629
2020-07-01,Nordrhein-Westfalen,43242,1683
2020-07-01,Rheinland-Pfalz,7022,235
2020-07-01,Saarland,2806,173
2020-07-01,Sachsen,5451,223
2020-07-01,Sachsen-Anhalt,1873,59
2020-07-01,Schleswig-Holstein,3159,152
2020-07-01,Thüringen,3253,181
2020-07-02,Baden-Württemberg,35744,1838
2020-07-02,Bayern,48547,2597
2020-07-02,Berlin,8302,214
2020-07-02,Brandenburg,3443,165
2020-07-02,Bremen,1670,53
2020-07-02,Hamburg,5211,260
2020-07-02,Hessen,10869,507
2020-07-02,Mecklenburg-Vorpommern,803,20
2020-07-02,Niedersachsen,13605,632
2020-07-02,Nordrhein-Westfalen,43436,1684
2020-07-02,Rheinland-Pfalz,7036,235
2020-07-02,Saarland,2807,173
2020-07-02,Sachsen,5457,224
2020-07-02,Sachsen-Anhalt,1876,59
2020-07-02,Schleswig-Holstein,3163,152
2020-07-02,Thüringen,3259,181
2020-07-03,Baden-Württemberg,35771,1839
2020-07-03,Bayern,48587,2598
2020-07-03,Berlin,8345,214
2020-07-03,Brandenburg,3450,166
2020-07-03,Bremen,1675,53
2020-07-03,Hamburg,5212,260
2020-07-03,Hessen,10894,509
2020-07-03,Mecklenburg-Vorpommern,803,20
2020-07-03,Niedersachsen,13632,633
2020-07-03,Nordrhein-Westfalen,43660,1686
2020-07-03,Rheinland-Pfalz,7068,235
2020-07-03,Saarland,2805,174
2020-07-03,Sachsen,5453,224
2020-07-03,Sachsen-Anhalt,1878,59
2020-07-03,Schleswig-Holstein,3176,152
2020-07-03,Thüringen,3265,181
2020-07-04,Baden-Württemberg,35807,1837
2020-07-04,Bayern,48655,2600
2020-07-04,Berlin,8393,214
2020-07-04,Brandenburg,3459,167
2020-07-04,Bremen,1675,53
2020-07-04,Hamburg,5217,260
2020-07-04,Hessen,10918,511
2020-07-04,Mecklenburg-Vorpommern,804,20
2020-07-04,Niedersachsen,13647,635
2020-07-04,Nordrhein-Westfalen,43853,1688
2020-07-04,Rheinland-Pfalz,7080,235
2020-07-04,Saarland,2805,174
2020-07-04,Sachsen,5458,224
2020-07-04,Sachsen-Anhalt,1880,59
2020-07-04,Schleswig-Holstein,3178,152
2020-07-04,Thüringen,3267,181
2020-07-05,Baden-Württemberg,35807,1837
2020-07-05,Bayern,48665,2600
2020-07-05,Berlin,8434,215
2020-07-05,Brandenburg,3460,167
2020-07-05,Bremen,1678,53
2020-07-05,Hamburg,5220,261
2020-07-05,Hessen,10939,512
2020-07-05,Mecklenburg-Vorpommern,804,20
2020-07-05,Niedersachsen,13664,635
2020-07-05,Nordrhein-Westfalen,43990,1687
2020-07-05,Rheinland-Pfalz,7080,235
2020-07-05,Saarland,2805,174
2020-07-05,Sachsen,5458,224
2020-07-05,Sachsen-Anhalt,1880,59
2020-07-05,Schleswig-Holstein,3181,152
2020-07-05,Thüringen,3270,181
2020-07-06,Baden-Württemberg,35807,1837
2020-07-06,Bayern,48744,2600
2020-07-06,Berlin,8451,215
2020-07-06,Brandenburg,3464,168
2020-07-06,Bremen,1679,54
2020-07-06,Hamburg,5220,261
2020-07-06,Hessen,10955,512
2020-07-06,Mecklenburg-Vorpommern,804,20
2020-07-06,Niedersachsen,13672,635
2020-07-06,Nordrhein-Westfalen,44064,1689
2020-07-06,Rheinland-Pfalz,7082,235
2020-07-06,Saarland,2806,174
2020-07-06,Sachsen,5458,224
2020-07-06,Sachsen-Anhalt,1889,59
2020-07-06,Schleswig-Holstein,3187,152
2020-07-06,Thüringen,3272,181
2020-07-07,Baden-Württemberg,35862,1837
2020-07-07,Bayern,48852,2606
2020-07-07,Berlin,8462,215
2020-07-07,Brandenburg,3468,168
2020-07-07,Bremen,1679,54
2020-07-07,Hamburg,5223,261
2020-07-07,Hessen,10985,512
2020-07-07,Mecklenburg-Vorpommern,805,20
2020-07-07,Niedersachsen,13731,637
2020-07-07,Nordrhein-Westfalen,44158,1689
2020-07-07,Rheinland-Pfalz,7094,235
2020-07-07,Saarland,2806,174
2020-07-07,Sachsen,5459,224
2020-07-07,Sachsen-Anhalt,1894,59
2020-07-07,Schleswig-Holstein,3189,152
2020-07-07,Thüringen,3277,181
2020-07-08,Baden-Württemberg,35890,1837
2020-07-08,Bayern,48953,2607
2020-07-08,Berlin,8502,215
2020-07-08,Brandenburg,3476,168
2020-07-08,Bremen,1679,54
2020-07-08,Hamburg,5224,261
2020-07-08,Hessen,11012,512
2020-07-08,Mecklenburg-Vorpommern,805,20
2020-07-08,Niedersachsen,13748,639
2020-07-08,Nordrhein-Westfalen,44306,1696
2020-07-08,Rheinland-Pfalz,7100,235
2020-07-08,Saarland,2808,174
2020-07-08,Sachsen,5465,224
2020-07-08,Sachsen-Anhalt,1896,59
2020-07-08,Schleswig-Holstein,3194,153
2020-07-08,Thüringen,3283,182
2020-07-09,Baden-Württemberg,35942,1838
2020-07-09,Bayern,49023,2609
2020-07-09,Berlin,8537,216
2020-07-09,Brandenburg,3483,168
2020-07-09,Bremen,1684,54
2020-07-09,Hamburg,5230,261
2020-07-09,Hessen,11062,514
2020-07-09,Mecklenburg-Vorpommern,805,20
2020-07-09,Niedersachsen,13754,640
2020-07-09,Nordrhein-Westfalen,44492,1698
